"11418","SpVgg Unterhaching","Eintracht Frankfurt",2,0,18,2000,2000-12-15 14:15:00
"11419","VfL Bochum","1. FC Kaiserslautern",0,1,18,2000,2000-12-16 09:30:00
"11420","VfL Wolfsburg","Bayer Leverkusen",2,0,18,2000,2000-12-16 09:30:00
"11421","VfB Stuttgart","SC Freiburg",0,0,18,2000,2000-12-16 09:30:00
"11422","1. FC Koeln","Schalke 04",2,2,18,2000,2000-12-16 09:30:00
"11423","Hansa Rostock","Borussia Dortmund",1,2,18,2000,2000-12-16 09:30:00
"11424","TSV 1860 Muenchen","Hamburger SV",2,1,18,2000,2000-12-16 14:15:00
"11425","Hertha BSC Berlin","Bayern Muenchen",1,3,18,2000,2000-12-17 11:30:00
"11426","Energie Cottbus","Werder Bremen",3,1,18,2000,2000-12-17 11:30:00
"11427","Schalke 04","Hansa Rostock",2,0,19,2000,2001-01-26 14:15:00
"11428","Werder Bremen","TSV 1860 Muenchen",2,0,19,2000,2001-01-27 09:30:00
"11429","SC Freiburg","SpVgg Unterhaching",2,0,19,2000,2001-01-27 09:30:00
"11430","1. FC Kaiserslautern","VfL Wolfsburg",0,0,19,2000,2001-01-27 09:30:00
"11431","Bayern Muenchen","VfL Bochum",3,2,19,2000,2001-01-27 09:30:00
"11432","Borussia Dortmund","Energie Cottbus",2,0,19,2000,2001-01-27 09:30:00
"11433","Eintracht Frankfurt","1. FC Koeln",1,5,19,2000,2001-01-27 14:15:00
"11434","Bayer Leverkusen","VfB Stuttgart",4,0,19,2000,2001-01-28 11:30:00
"11435","Hamburger SV","Hertha BSC Berlin",1,2,19,2000,2001-01-28 11:30:00
"11436","TSV 1860 Muenchen","Borussia Dortmund",1,0,20,2000,2001-02-02 14:15:00
"11437","VfL Wolfsburg","Bayern Muenchen",1,3,20,2000,2001-02-03 09:30:00
"11438","1. FC Koeln","SC Freiburg",0,1,20,2000,2001-02-03 09:30:00
"11439","Energie Cottbus","Schalke 04",4,1,20,2000,2001-02-03 09:30:00
"11440","VfL Bochum","Hertha BSC Berlin",1,3,20,2000,2001-02-03 09:30:00
"11441","Werder Bremen","Hamburger SV",3,1,20,2000,2001-02-03 09:30:00
"11442","VfB Stuttgart","1. FC Kaiserslautern",6,1,20,2000,2001-02-03 14:15:00
"11443","SpVgg Unterhaching","Bayer Leverkusen",1,2,20,2000,2001-02-04 11:30:00
"11444","Hansa Rostock","Eintracht Frankfurt",0,2,20,2000,2001-02-04 11:30:00
"11445","Eintracht Frankfurt","Energie Cottbus",1,0,21,2000,2001-02-09 14:15:00
"11446","Schalke 04","TSV 1860 Muenchen",2,0,21,2000,2001-02-10 09:30:00
"11447","1. FC Kaiserslautern","SpVgg Unterhaching",4,0,21,2000,2001-02-10 09:30:00
"11448","Bayern Muenchen","VfB Stuttgart",1,0,21,2000,2001-02-10 09:30:00
"11449","Hertha BSC Berlin","VfL Wolfsburg",1,3,21,2000,2001-02-10 09:30:00
"11450","Hamburger SV","VfL Bochum",3,0,21,2000,2001-02-10 09:30:00
"11451","Bayer Leverkusen","1. FC Koeln",4,1,21,2000,2001-02-10 14:15:00
"11452","SC Freiburg","Hansa Rostock",0,0,21,2000,2001-02-11 11:30:00
"11453","Borussia Dortmund","Werder Bremen",0,0,21,2000,2001-02-11 11:30:00
"11454","TSV 1860 Muenchen","Eintracht Frankfurt",2,2,22,2000,2001-02-16 14:15:00
"11455","SpVgg Unterhaching","Bayern Muenchen",1,0,22,2000,2001-02-17 09:30:00
"11456","Hansa Rostock","Bayer Leverkusen",2,1,22,2000,2001-02-17 09:30:00
"11457","Energie Cottbus","SC Freiburg",0,2,22,2000,2001-02-17 09:30:00
"11458","Werder Bremen","Schalke 04",2,1,22,2000,2001-02-17 09:30:00
"11459","VfL Wolfsburg","VfL Bochum",0,0,22,2000,2001-02-17 09:30:00
"11460","Borussia Dortmund","Hamburger SV",4,2,22,2000,2001-02-17 14:15:00
"11461","1. FC Koeln","1. FC Kaiserslautern",0,1,22,2000,2001-02-18 11:30:00
"11462","VfB Stuttgart","Hertha BSC Berlin",0,1,22,2000,2001-02-18 11:30:00
"11463","Bayer Leverkusen","Energie Cottbus",1,3,23,2000,2001-02-23 14:15:00
"11464","SC Freiburg","TSV 1860 Muenchen",0,3,23,2000,2001-02-24 09:30:00
"11465","Bayern Muenchen","1. FC Koeln",1,1,23,2000,2001-02-24 09:30:00
"11466","Hamburger SV","VfL Wolfsburg",3,2,23,2000,2001-02-24 09:30:00
"11467","Schalke 04","Borussia Dortmund",0,0,23,2000,2001-02-24 09:30:00
"11468","Eintracht Frankfurt","Werder Bremen",1,2,23,2000,2001-02-24 14:15:00
"11469","1. FC Kaiserslautern","Hansa Rostock",0,1,23,2000,2001-02-25 11:30:00
"11470","VfL Bochum","VfB Stuttgart",0,0,23,2000,2001-02-25 11:30:00
"11471","Hertha BSC Berlin","SpVgg Unterhaching",2,1,23,2000,2001-03-07 12:45:00
"11472","Borussia Dortmund","Eintracht Frankfurt",6,1,24,2000,2001-03-02 14:15:00
"11473","Hansa Rostock","Bayern Muenchen",3,2,24,2000,2001-03-03 09:30:00
"11474","Energie Cottbus","1. FC Kaiserslautern",0,2,24,2000,2001-03-03 09:30:00
"11475","Werder Bremen","SC Freiburg",3,1,24,2000,2001-03-03 09:30:00
"11476","VfB Stuttgart","VfL Wolfsburg",2,1,24,2000,2001-03-03 09:30:00
"11477","SpVgg Unterhaching","VfL Bochum",2,1,24,2000,2001-03-03 09:30:00
"11478","1. FC Koeln","Hertha BSC Berlin",1,0,24,2000,2001-03-03 14:15:00
"11479","TSV 1860 Muenchen","Bayer Leverkusen",1,0,24,2000,2001-03-04 11:30:00
"11480","Schalke 04","Hamburger SV",0,1,24,2000,2001-03-04 11:30:00
"11481","Bayer Leverkusen","Werder Bremen",3,0,25,2000,2001-03-09 14:15:00
"11482","Hertha BSC Berlin","Hansa Rostock",1,0,25,2000,2001-03-10 09:30:00
"11483","VfL Bochum","1. FC Koeln",2,3,25,2000,2001-03-10 09:30:00
"11484","VfL Wolfsburg","SpVgg Unterhaching",6,1,25,2000,2001-03-10 09:30:00
"11485","SC Freiburg","Borussia Dortmund",2,2,25,2000,2001-03-10 09:30:00
"11486","Bayern Muenchen","Energie Cottbus",2,0,25,2000,2001-03-10 09:30:00
"11487","Eintracht Frankfurt","Schalke 04",0,0,25,2000,2001-03-10 14:15:00
"11488","1. FC Kaiserslautern","TSV 1860 Muenchen",3,2,25,2000,2001-03-11 11:30:00
"11489","Hamburger SV","VfB Stuttgart",2,2,25,2000,2001-03-11 11:30:00
"11490","1. FC Koeln","VfL Wolfsburg",0,0,26,2000,2001-03-16 14:15:00
"11491","Borussia Dortmund","Bayer Leverkusen",1,3,26,2000,2001-03-17 09:30:00
"11492","Schalke 04","SC Freiburg",0,0,26,2000,2001-03-17 09:30:00
"11493","Hansa Rostock","VfL Bochum",2,0,26,2000,2001-03-17 09:30:00
"11494","Energie Cottbus","Hertha BSC Berlin",3,0,26,2000,2001-03-17 09:30:00
"11495","Eintracht Frankfurt","Hamburger SV",1,1,26,2000,2001-03-17 09:30:00
"11496","TSV 1860 Muenchen","Bayern Muenchen",0,2,26,2000,2001-03-17 14:15:00
"11497","Werder Bremen","1. FC Kaiserslautern",1,2,26,2000,2001-03-18 11:30:00
"11498","SpVgg Unterhaching","VfB Stuttgart",0,0,26,2000,2001-03-18 11:30:00
"11499","VfL Wolfsburg","Hansa Rostock",2,1,27,2000,2001-03-30 13:15:00
"11500","Hertha BSC Berlin","TSV 1860 Muenchen",3,0,27,2000,2001-03-31 08:30:00
"11501","VfB Stuttgart","1. FC Koeln",0,3,27,2000,2001-03-31 08:30:00
"11502","Hamburger SV","SpVgg Unterhaching",1,1,27,2000,2001-03-31 08:30:00
"11503","SC Freiburg","Eintracht Frankfurt",5,2,27,2000,2001-03-31 08:30:00
"11504","Bayern Muenchen","Werder Bremen",2,3,27,2000,2001-03-31 08:30:00
"11505","Bayer Leverkusen","Schalke 04",0,3,27,2000,2001-03-31 13:15:00
"11506","1. FC Kaiserslautern","Borussia Dortmund",1,4,27,2000,2001-04-01 11:30:00
"11507","VfL Bochum","Energie Cottbus",1,0,27,2000,2001-04-01 11:30:00
"11508","Energie Cottbus","VfL Wolfsburg",0,0,28,2000,2001-04-06 14:15:00
"11509","Eintracht Frankfurt","Bayer Leverkusen",1,3,28,2000,2001-04-07 09:30:00
"11510","1. FC Koeln","SpVgg Unterhaching",1,1,28,2000,2001-04-07 09:30:00
"11511","Werder Bremen","Hertha BSC Berlin",3,1,28,2000,2001-04-07 09:30:00
"11512","SC Freiburg","Hamburger SV",0,0,28,2000,2001-04-07 09:30:00
"11513","TSV 1860 Muenchen","VfL Bochum",2,4,28,2000,2001-04-07 09:30:00
"11514","Borussia Dortmund","Bayern Muenchen",1,1,28,2000,2001-04-07 14:15:00
"11515","Schalke 04","1. FC Kaiserslautern",5,1,28,2000,2001-04-08 11:30:00
"11516","Hansa Rostock","VfB Stuttgart",1,1,28,2000,2001-04-08 11:30:00
"11517","VfB Stuttgart","Energie Cottbus",1,0,29,2000,2001-04-12 14:15:00
"11518","VfL Wolfsburg","TSV 1860 Muenchen",0,1,29,2000,2001-04-14 09:30:00
"11519","1. FC Kaiserslautern","Eintracht Frankfurt",4,2,29,2000,2001-04-14 09:30:00
"11520","Bayern Muenchen","Schalke 04",1,3,29,2000,2001-04-14 09:30:00
"11521","VfL Bochum","Werder Bremen",1,2,29,2000,2001-04-14 09:30:00
"11522","Bayer Leverkusen","SC Freiburg",1,3,29,2000,2001-04-14 09:30:00
"11523","Hertha BSC Berlin","Borussia Dortmund",1,0,29,2000,2001-04-14 14:15:00
"11524","SpVgg Unterhaching","Hansa Rostock",1,1,29,2000,2001-04-15 11:30:00
"11525","Hamburger SV","1. FC Koeln",1,1,29,2000,2001-04-15 11:30:00
"11526","Borussia Dortmund","VfL Bochum",5,0,30,2000,2001-04-20 14:15:00
"11527","Eintracht Frankfurt","Bayern Muenchen",0,2,30,2000,2001-04-21 09:30:00
"11528","Hansa Rostock","1. FC Koeln",2,1,30,2000,2001-04-21 09:30:00
"11529","Energie Cottbus","SpVgg Unterhaching",1,0,30,2000,2001-04-21 09:30:00
"11530","Werder Bremen","VfL Wolfsburg",2,3,30,2000,2001-04-21 09:30:00
"11531","Bayer Leverkusen","Hamburger SV",1,1,30,2000,2001-04-21 09:30:00
"11532","Schalke 04","Hertha BSC Berlin",3,1,30,2000,2001-04-21 14:15:00
"11533","SC Freiburg","1. FC Kaiserslautern",5,2,30,2000,2001-04-22 11:30:00
"11534","TSV 1860 Muenchen","VfB Stuttgart",2,1,30,2000,2001-04-22 11:30:00
"11535","VfL Wolfsburg","Borussia Dortmund",1,1,31,2000,2001-04-27 14:15:00
"11536","1. FC Kaiserslautern","Bayer Leverkusen",0,1,31,2000,2001-04-28 09:30:00
"11537","Bayern Muenchen","SC Freiburg",1,0,31,2000,2001-04-28 09:30:00
"11538","VfB Stuttgart","Werder Bremen",2,1,31,2000,2001-04-28 09:30:00
"11539","1. FC Koeln","Energie Cottbus",4,0,31,2000,2001-04-28 09:30:00
"11540","Hertha BSC Berlin","Eintracht Frankfurt",3,0,31,2000,2001-04-28 09:30:00
"11541","VfL Bochum","Schalke 04",1,1,31,2000,2001-04-28 14:15:00
"11542","SpVgg Unterhaching","TSV 1860 Muenchen",3,2,31,2000,2001-04-29 11:30:00
"11543","Hamburger SV","Hansa Rostock",2,1,31,2000,2001-04-29 11:30:00
"11544","Borussia Dortmund","VfB Stuttgart",0,0,32,2000,2001-05-04 14:15:00
"11545","Bayer Leverkusen","Bayern Muenchen",0,1,32,2000,2001-05-05 09:30:00
"11546","TSV 1860 Muenchen","1. FC Koeln",3,1,32,2000,2001-05-05 09:30:00
"11547","Schalke 04","VfL Wolfsburg",2,1,32,2000,2001-05-05 09:30:00
"11548","Eintracht Frankfurt","VfL Bochum",3,0,32,2000,2001-05-05 09:30:00
"11549","Hansa Rostock","Energie Cottbus",1,0,32,2000,2001-05-05 09:30:00
"11550","Hamburger SV","1. FC Kaiserslautern",1,1,32,2000,2001-05-05 14:15:00
"11551","Werder Bremen","SpVgg Unterhaching",0,0,32,2000,2001-05-06 11:30:00
"11552","SC Freiburg","Hertha BSC Berlin",1,0,32,2000,2001-05-06 11:30:00
"11553","Hansa Rostock","TSV 1860 Muenchen",0,0,33,2000,2001-05-12 09:30:00
"11554","Bayern Muenchen","1. FC Kaiserslautern",2,1,33,2000,2001-05-12 09:30:00
"11555","Hertha BSC Berlin","Bayer Leverkusen",1,1,33,2000,2001-05-12 09:30:00
"11556","VfL Bochum","SC Freiburg",1,3,33,2000,2001-05-12 09:30:00
"11557","VfL Wolfsburg","Eintracht Frankfurt",3,0,33,2000,2001-05-12 09:30:00
"11558","VfB Stuttgart","Schalke 04",1,0,33,2000,2001-05-12 09:30:00
"11559","SpVgg Unterhaching","Borussia Dortmund",1,4,33,2000,2001-05-12 09:30:00
"11560","1. FC Koeln","Werder Bremen",1,3,33,2000,2001-05-12 09:30:00
"11561","Energie Cottbus","Hamburger SV",4,2,33,2000,2001-05-12 09:30:00
"11562","Hamburger SV","Bayern Muenchen",1,1,34,2000,2001-05-19 09:30:00
"11563","Werder Bremen","Hansa Rostock",3,0,34,2000,2001-05-19 09:30:00
"11564","Borussia Dortmund","1. FC Koeln",3,3,34,2000,2001-05-19 09:30:00
"11565","Schalke 04","SpVgg Unterhaching",5,3,34,2000,2001-05-19 09:30:00
"11566","Eintracht Frankfurt","VfB Stuttgart",2,1,34,2000,2001-05-19 09:30:00
"11567","SC Freiburg","VfL Wolfsburg",4,1,34,2000,2001-05-19 09:30:00
"11568","Bayer Leverkusen","VfL Bochum",1,0,34,2000,2001-05-19 09:30:00
